ImgID,Quality,human_lat,human_lon,model_lat,model_lon,source_folder
id_0243f15d,0.0,,,0.0176099766,35.042029577,east_african_field_centers_planet_label_0243f15d
id_024cfd34,,,,-2.5431324651,29.4921502507,east_african_field_centers_planet_label_024cfd34
id_024ea2ce,0.0,,,0.2217382339,34.6753710833,east_african_field_centers_planet_label_024ea2ce
id_0250485a,0.0,,,-0.71481471,34.7132969675,east_african_field_centers_planet_label_0250485a
id_025661fd,0.0,,,0.1846415365,34.6911549069,east_african_field_centers_planet_label_025661fd
id_0260cc73,0.0,,,0.1596922763,34.6927862092,east_african_field_centers_planet_label_0260cc73
id_02639288,0.0,,,0.1258127741,34.9302157188,east_african_field_centers_planet_label_02639288
id_0263c1a4,1.0,0.1430093353,34.4557369405,0.1428156904,34.4560951018,east_african_field_centers_planet_label_0263c1a4
id_02663ed0,3.0,0.2759817896,34.1219734315,0.2780469988,34.8102235717,east_african_field_centers_planet_label_02663ed0
id_02672f94,3.0,0.0,0.0,0.1733301043,34.7111148733,east_african_field_centers_planet_label_02672f94
id_026dd1b3,0.0,,,0.2566726625,35.2458486623,east_african_field_centers_planet_label_026dd1b3
id_026f68e5,0.0,,,0.3382825256,34.6947634128,east_african_field_centers_planet_label_026f68e5
id_02701a77,0.0,,,0.3129039617,34.1650392291,east_african_field_centers_planet_label_02701a77
id_0270c101,0.0,,,0.9869283419,35.065086875,east_african_field_centers_planet_label_0270c101
id_0273a8bd,0.0,,,0.1315438111,34.3392343165,east_african_field_centers_planet_label_0273a8bd
id_0274c8c3,0.0,,,0.1572271209,34.6364218906,east_african_field_centers_planet_label_0274c8c3
id_0278e501,3.0,0.114363022,34.40479889,0.1143511533,34.4048546362,east_african_field_centers_planet_label_0278e501
id_02794cf1,0.0,,,0.6815855411,35.1903404613,east_african_field_centers_planet_label_02794cf1
id_0279d774,0.0,,,0.7270392477,34.5213503699,east_african_field_centers_planet_label_0279d774
id_027b1b33,0.0,,,0.4024393206,34.3356506288,east_african_field_centers_planet_label_027b1b33
id_027b7566,0.0,,,-0.8223896574,35.0086865338,east_african_field_centers_planet_label_027b7566
id_027bd0f6,2.0,0.0,0.0,0.7594329838,34.452467339,east_african_field_centers_planet_label_027bd0f6
id_02854227,0.0,,,0.2659814913,34.5608912139,east_african_field_centers_planet_label_02854227
id_0285a780,,,,-2.4646414631,29.5193923918,east_african_field_centers_planet_label_0285a780
id_0285d1af,,,,-1.7644049519,29.3192652139,east_african_field_centers_planet_label_0285d1af
id_02867821,0.0,,,0.2317868198,34.7908080662,east_african_field_centers_planet_label_02867821
id_0286a23a,0.0,,,0.8471857564,34.7673438414,east_african_field_centers_planet_label_0286a23a
id_02874db8,0.0,,,0.0586517835,35.0760921504,east_african_field_centers_planet_label_02874db8
id_0288178e,,,,-8.0155702174,35.4944038008,east_african_field_centers_planet_label_0288178e
id_0289f96a,0.0,,,0.0313050183,35.361294103,east_african_field_centers_planet_label_0289f96a
id_0291fb56,,,,-8.111220692,35.429016364,east_african_field_centers_planet_label_0291fb56
id_0293cea7,0.0,,,0.0532394715,34.6390495678,east_african_field_centers_planet_label_0293cea7
id_02951abb,0.0,,,0.3314655062,34.2785516956,east_african_field_centers_planet_label_02951abb
id_02a3cd13,1.0,0.6558120654,34.6537211602,0.6554343067,34.6537430744,east_african_field_centers_planet_label_02a3cd13
id_02a9bb4e,0.0,,,0.2476817055,34.4511362231,east_african_field_centers_planet_label_02a9bb4e
id_02ac1f22,0.0,,,0.6108195106,34.2485917044,east_african_field_centers_planet_label_02ac1f22
id_02adaff8,0.0,,,-0.4105383527,34.8172119215,east_african_field_centers_planet_label_02adaff8
id_02ae8d36,1.0,-0.9355016704,34.8198950353,-0.9358002742,34.8201856652,east_african_field_centers_planet_label_02ae8d36
id_02b882f4,0.0,,,0.1100215895,34.5355327812,east_african_field_centers_planet_label_02b882f4
id_02bb1637,2.0,0.096618586,34.3494616521,0.0964372013,34.3492121862,east_african_field_centers_planet_label_02bb1637
id_02bc0ada,0.0,,,0.388356315,34.7191962411,east_african_field_centers_planet_label_02bc0ada
id_02be5d6f,0.0,,,-1.0439457689,34.4938980905,east_african_field_centers_planet_label_02be5d6f
id_02bedc07,0.0,,,0.1177005944,34.6448217642,east_african_field_centers_planet_label_02bedc07
id_02bff1d8,0.0,,,0.1991747345,34.4898648685,east_african_field_centers_planet_label_02bff1d8
id_02c18672,0.0,,,-0.7354638778,34.7915878926,east_african_field_centers_planet_label_02c18672
id_02cb0e48,2.0,0.6013251787,34.8213670733,0.6010392002,34.8213533678,east_african_field_centers_planet_label_02cb0e48
id_02d81b43,0.0,,,0.7210953014,34.8372792627,east_african_field_centers_planet_label_02d81b43
id_02dbe1b2,0.0,,,-0.4898825288,34.8436555274,east_african_field_centers_planet_label_02dbe1b2
id_02ded3f9,0.0,,,0.7294920687,34.419974007,east_african_field_centers_planet_label_02ded3f9
id_02e65ccb,0.0,,,0.6613423592,34.5617172428,east_african_field_centers_planet_label_02e65ccb
id_02edf2f0,0.0,,,-0.0157511432,34.5219223351,east_african_field_centers_planet_label_02edf2f0
id_02ee87f3,1.0,-0.6645580382,34.6172493696,-0.6644638195,34.6172818903,east_african_field_centers_planet_label_02ee87f3
id_02f2e212,0.0,,,0.4489398045,34.2471880643,east_african_field_centers_planet_label_02f2e212
id_02f3e3ee,,,,-2.536918455,29.87465919,east_african_field_centers_planet_label_02f3e3ee
id_02f3fd9b,0.0,,,-1.0045100008,34.3781380433,east_african_field_centers_planet_label_02f3fd9b
id_02f6abca,0.0,,,0.2688972374,34.5647377469,east_african_field_centers_planet_label_02f6abca
id_02f990fb,0.0,,,0.2064569583,34.4304510812,east_african_field_centers_planet_label_02f990fb
id_02ff5091,0.0,,,-1.028271983,34.5845934503,east_african_field_centers_planet_label_02ff5091
id_0302c9ec,0.0,,,-0.4071803599,34.8641825478,east_african_field_centers_planet_label_0302c9ec
id_0308f880,0.0,,,0.755562055,34.366986641,east_african_field_centers_planet_label_0308f880
id_030999ea,0.0,,,0.2923724725,34.5410783786,east_african_field_centers_planet_label_030999ea
id_030cddb3,0.0,,,0.1775414681,34.2613233361,east_african_field_centers_planet_label_030cddb3
id_030d4719,0.0,,,0.2448860274,34.1829952202,east_african_field_centers_planet_label_030d4719
id_030e1efc,0.0,,,0.3732213025,34.1836740524,east_african_field_centers_planet_label_030e1efc
id_030e2890,0.0,,,0.6686978406,34.4313110297,east_african_field_centers_planet_label_030e2890
id_0311132c,0.0,,,0.0464935171,34.2400039578,east_african_field_centers_planet_label_0311132c
id_03184163,0.0,,,0.6730161602,34.4528039906,east_african_field_centers_planet_label_03184163
id_031943c9,0.0,,,0.5059234666,34.2902323978,east_african_field_centers_planet_label_031943c9
id_03199e81,0.0,,,-0.5192158682,34.7495250703,east_african_field_centers_planet_label_03199e81
id_031a4c4a,0.0,,,0.2082243793,35.0722542703,east_african_field_centers_planet_label_031a4c4a
id_031e907a,0.0,,,-0.9049928025,34.95190613,east_african_field_centers_planet_label_031e907a
id_03223c3a,0.0,,,0.638750076,34.5961182949,east_african_field_centers_planet_label_03223c3a
id_032264ac,0.0,,,-0.5403468903,34.7964761162,east_african_field_centers_planet_label_032264ac
id_03240545,0.0,,,-0.5847687206,34.7836138286,east_african_field_centers_planet_label_03240545
id_0328d323,0.0,,,0.7123542068,35.1241626143,east_african_field_centers_planet_label_0328d323
id_032ee7c1,0.0,,,0.5831684741,34.5172306011,east_african_field_centers_planet_label_032ee7c1
id_0334cca5,0.0,,,0.7185878968,34.4416073933,east_african_field_centers_planet_label_0334cca5
id_03370b98,,,,-7.9595829883,35.5536381191,east_african_field_centers_planet_label_03370b98
id_033f323e,3.0,0.3803832603,34.7314895155,0.4037279569,34.8652245113,east_african_field_centers_planet_label_033f323e
id_03421fbc,3.0,0.4207620892,34.2692031326,0.4208727614,34.2692860046,east_african_field_centers_planet_label_03421fbc
id_034349a4,0.0,,,0.7035673593,34.7956686013,east_african_field_centers_planet_label_034349a4
id_034458fd,2.0,-0.7152153469,34.6667996924,-0.7151500246,34.6665535254,east_african_field_centers_planet_label_034458fd
id_03450d2d,,,,-1.7757605155,29.3008178042,east_african_field_centers_planet_label_03450d2d
id_03495a13,0.0,,,-0.6780552374,34.775785389,east_african_field_centers_planet_label_03495a13
id_0349c828,0.0,,,-0.736735169,34.8281083675,east_african_field_centers_planet_label_0349c828
id_034de629,0.0,,,0.0745412669,34.6669514668,east_african_field_centers_planet_label_034de629
id_034ee48b,1.0,0.5740793254,34.5345239057,0.5736175064,34.5343772252,east_african_field_centers_planet_label_034ee48b
id_035254a7,0.0,,,-0.6989002282,34.8286620752,east_african_field_centers_planet_label_035254a7
id_03552949,0.0,,,0.1609540618,34.6364201202,east_african_field_centers_planet_label_03552949
id_03584e4a,0.0,,,0.0915659288,34.667862259,east_african_field_centers_planet_label_03584e4a
id_035d4099,0.0,,,0.7032969731,35.0728521163,east_african_field_centers_planet_label_035d4099
id_03607a67,,,,-7.9806839105,35.8728677323,east_african_field_centers_planet_label_03607a67
id_0361ac9f,0.0,,,-0.8479765527,34.8749471013,east_african_field_centers_planet_label_0361ac9f
id_03640216,0.0,,,-0.5210637477,37.1890683165,east_african_field_centers_planet_label_03640216
id_036f71ff,0.0,,,0.6680455524,34.4523712,east_african_field_centers_planet_label_036f71ff
id_0372e964,0.0,,,0.1092528321,34.5783604656,east_african_field_centers_planet_label_0372e964
id_037b2aa5,0.0,,,0.6604358192,34.6739734195,east_african_field_centers_planet_label_037b2aa5
id_037c99c4,0.0,,,0.2387027671,34.7299621178,east_african_field_centers_planet_label_037c99c4
id_037d53f8,0.0,,,-0.8739372365,34.9241827245,east_african_field_centers_planet_label_037d53f8
id_038034ca,0.0,,,0.5189792642,35.196528455,east_african_field_centers_planet_label_038034ca
id_038108c0,0.0,,,0.3663481366,34.7112601262,east_african_field_centers_planet_label_038108c0
id_0382bdec,,,,-8.1055944584,35.9016410911,east_african_field_centers_planet_label_0382bdec
id_03863c51,0.0,,,-0.864609653,34.6529285605,east_african_field_centers_planet_label_03863c51
id_0388406a,,,,-1.268799355,30.3587687724,east_african_field_centers_planet_label_0388406a
id_038d6c8c,,,,-2.4826337471,29.6745417197,east_african_field_centers_planet_label_038d6c8c
id_038f0b94,0.0,,,-0.8095341056,34.7141119241,east_african_field_centers_planet_label_038f0b94
